Market Price Type,Centre,Variety Name,Grade,Unit,Max Price,Average Price,Min. Price
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BAYAM,F.A.Q,KG,5.0,4.5,4.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BETIK SEKAKI,F.A.Q,KG,5.0,5.0,5.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",BUNGA KANTAN,F.A.Q,TANGKAI,2.0,1.8,1.5
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",CILI HIJAU,F.A.Q,KG,15.0,14.0,12.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,20.0,18.0,14.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",CILI MERAH MINYAK,F.A.Q,KG,16.0,15.0,14.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",DAUN BAWANG,F.A.Q,KG,10.0,9.0,8.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",DAUN SUP (TANAH TINGGI),F.A.Q,KG,14.0,13.0,12.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KACANG BENDI,F.A.Q,KG,12.0,11.0,10.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KACANG BUNCIS,F.A.Q,KG,16.0,15.0,14.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KACANG PANJANG HIJAU,F.A.Q,KG,12.0,11.0,10.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KANGKUNG,F.A.Q,KG,5.0,4.5,4.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KELAPA DIKUPAS,SEDANG,BIJI,3.0,2.75,2.5
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KELAPA PARUT,F.A.Q,KG,9.0,8.5,8.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KETOLA / PETOLA SEGI,F.A.Q,KG,7.0,6.5,6.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (CHINA),F.A.Q,KG,5.0,4.75,4.5
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (INDONESIA),F.A.Q,KG,5.0,4.75,4.5
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,7.0,6.5,6.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",PISANG BERANGAN,F.A.Q,KG,6.5,6.25,6.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",PISANG MAS,F.A.Q,KG,6.5,6.25,6.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",SANTAN PEKAT,F.A.Q,KG,12.0,12.0,12.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",SAWI HIJAU,F.A.Q,KG,10.0,10.0,10.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,A,BIJI,0.46,0.45,0.43
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,B,BIJI,0.44,0.43,0.41
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,C,BIJI,0.42,0.41,0.39
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,4.0,3.75,3.5
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,12.0,11.0,10.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TIMUN HIJAU,F.A.Q,KG,7.0,6.5,6.0
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",TOMATO (TANAH TINGGI),F.A.Q,KG,7.0,6.0,5.5
Retail Price,"SEBERANG PERAI TENGAH, PULAU PINANG",UBI KENTANG HOLLAND,F.A.Q,KG,3.5,3.25,3.0
Retail Price,"KINTA, PERAK",AYAM PROSES STANDARD,F.A.Q,KG,11.0,11.0,11.0
Retail Price,"KINTA, PERAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.0,4.0,4.0
Retail Price,"KINTA, PERAK",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,3.0,3.0,3.0
Retail Price,"KINTA, PERAK",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,9.0,9.0,9.0
Retail Price,"KINTA, PERAK",BAWANG PUTIH (CHINA),F.A.Q,KG,8.0,8.0,8.0
Retail Price,"KINTA, PERAK",BAYAM,F.A.Q,KG,3.5,3.5,3.0
Retail Price,"KINTA, PERAK",BELIMBING (B10),F.A.Q,KG,5.0,5.0,4.5
Retail Price,"KINTA, PERAK",BETIK SEKAKI,F.A.Q,KG,4.5,4.0,3.5
Retail Price,"KINTA, PERAK",BUNGA KANTAN,F.A.Q,TANGKAI,1.5,1.4,1.2
Retail Price,"KINTA, PERAK",CILI HIJAU,F.A.Q,KG,10.0,9.0,9.0
Retail Price,"KINTA, PERAK",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,16.0,16.0,15.0
Retail Price,"KINTA, PERAK",CILI MERAH MINYAK,F.A.Q,KG,14.0,13.0,13.0
Retail Price,"KINTA, PERAK",DAUN BAWANG,F.A.Q,KG,8.0,7.0,7.0
Retail Price,"KINTA, PERAK",DAUN SUP (TANAH TINGGI),F.A.Q,KG,10.0,9.0,9.0
Retail Price,"KINTA, PERAK",KACANG BENDI,F.A.Q,KG,10.0,10.0,9.0
Retail Price,"KINTA, PERAK",KACANG BUNCIS,F.A.Q,KG,15.0,14.0,13.0
Retail Price,"KINTA, PERAK",KACANG PANJANG HIJAU,F.A.Q,KG,11.0,10.0,10.0
Retail Price,"KINTA, PERAK",KANGKUNG,F.A.Q,KG,3.5,3.5,3.0
Retail Price,"KINTA, PERAK",KELAPA DIKUPAS,BESAR,BIJI,2.9,2.9,2.8
Retail Price,"KINTA, PERAK",KELAPA DIKUPAS,KECIL,BIJI,2.2,2.2,2.1
Retail Price,"KINTA, PERAK",KELAPA DIKUPAS,SEDANG,BIJI,2.5,2.5,2.5
Retail Price,"KINTA, PERAK",KELAPA PARUT,F.A.Q,KG,7.5,7.5,7.5
Retail Price,"KINTA, PERAK",KETOLA / PETOLA SEGI,F.A.Q,KG,7.0,7.0,6.0
Retail Price,"KINTA, PERAK",KUBIS BULAT (CHINA),F.A.Q,KG,3.5,3.5,3.5
Retail Price,"KINTA, PERAK",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,5.0,4.5,4.0
Retail Price,"KINTA, PERAK",PISANG BERANGAN,F.A.Q,KG,5.0,5.0,5.0
Retail Price,"KINTA, PERAK",PISANG MAS,F.A.Q,KG,5.0,5.0,5.0
Retail Price,"KINTA, PERAK",SANTAN BIASA,F.A.Q,KG,8.0,8.0,8.0
Retail Price,"KINTA, PERAK",SAWI HIJAU,F.A.Q,KG,7.0,6.5,6.5
Retail Price,"KINTA, PERAK",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"KINTA, PERAK",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"KINTA, PERAK",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"KINTA, PERAK",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,4.0,3.8,3.5
Retail Price,"KINTA, PERAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,7.5,7.0,7.0
Retail Price,"KINTA, PERAK",TIMUN HIJAU,F.A.Q,KG,4.5,4.5,4.0
Retail Price,"KINTA, PERAK",TOMATO (TANAH TINGGI),F.A.Q,KG,4.5,4.5,4.0
Retail Price,"KINTA, PERAK",UBI KENTANG HOLLAND,F.A.Q,KG,3.0,3.0,3.0
Retail Price,"PERLIS, PERLIS",AYAM PROSES STANDARD,F.A.Q,KG,8.9,8.9,8.9
Retail Price,"PERLIS, PERLIS",AYAM PROSES SUPER,F.A.Q,KG,9.9,9.9,9.9
Retail Price,"PERLIS, PERLIS",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.5,4.5,4.5
Retail Price,"PERLIS, PERLIS",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,4.0,4.0,4.0
Retail Price,"PERLIS, PERLIS",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.0,4.0,4.0
Retail Price,"PERLIS, PERLIS",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,6.0,5.0,5.0
Retail Price,"PERLIS, PERLIS",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,8.0,8.0,8.0
Retail Price,"PERLIS, PERLIS",BAWANG MERAH ROSE,F.A.Q,KG,10.0,10.0,10.0
Retail Price,"PERLIS, PERLIS",BAWANG PUTIH (CHINA),F.A.Q,KG,8.5,8.5,8.5
Retail Price,"PERLIS, PERLIS",BAYAM,F.A.Q,KG,7.0,7.0,6.5
Retail Price,"PERLIS, PERLIS",BELIMBING (B10),F.A.Q,KG,8.0,8.0,8.0
Retail Price,"PERLIS, PERLIS",BETIK SEKAKI,F.A.Q,KG,5.0,5.0,5.0
Retail Price,"PERLIS, PERLIS",BUNGA KANTAN,F.A.Q,TANGKAI,1.5,1.5,1.5
Retail Price,"PERLIS, PERLIS",CILI MERAH (THAILAND),F.A.Q,KG,15.0,15.0,15.0
Retail Price,"PERLIS, PERLIS",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,20.0,18.0,18.0
Retail Price,"PERLIS, PERLIS",DAUN BAWANG,F.A.Q,KG,15.0,8.0,8.0
Retail Price,"PERLIS, PERLIS",DAUN SUP (TANAH TINGGI),F.A.Q,KG,15.0,13.0,13.0
Retail Price,"PERLIS, PERLIS",KACANG BENDI,F.A.Q,KG,7.0,7.0,7.0
Retail Price,"PERLIS, PERLIS",KACANG BUNCIS,F.A.Q,KG,13.0,13.0,13.0
Retail Price,"PERLIS, PERLIS",KACANG PANJANG HIJAU,F.A.Q,KG,6.5,6.5,6.5
Retail Price,"PERLIS, PERLIS",KANGKUNG,F.A.Q,KG,7.0,7.0,6.5
Retail Price,"PERLIS, PERLIS",KELAPA DIKUPAS,SEDANG,BIJI,2.0,2.0,2.0
Retail Price,"PERLIS, PERLIS",KELAPA PARUT,F.A.Q,KG,6.0,6.0,6.0
Retail Price,"PERLIS, PERLIS",KETOLA / PETOLA SEGI,F.A.Q,KG,4.5,4.5,4.5
Retail Price,"PERLIS, PERLIS",KUBIS BULAT (CHINA),F.A.Q,KG,4.0,4.0,4.0
Retail Price,"PERLIS, PERLIS",PISANG BERANGAN,F.A.Q,KG,6.0,6.0,6.0
Retail Price,"PERLIS, PERLIS",PISANG MAS,F.A.Q,KG,6.0,6.0,6.0
Retail Price,"PERLIS, PERLIS",SANTAN PEKAT,F.A.Q,KG,10.0,10.0,10.0
Retail Price,"PERLIS, PERLIS",SAWI HIJAU,F.A.Q,KG,8.0,8.0,8.0
Retail Price,"PERLIS, PERLIS",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"PERLIS, PERLIS",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"PERLIS, PERLIS",TEMBIKAI MERAH,F.A.Q,KG,4.0,4.0,4.0
Retail Price,"PERLIS, PERLIS",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,5.5,5.5,5.5
Retail Price,"PERLIS, PERLIS",TIMUN HIJAU,F.A.Q,KG,5.0,4.5,4.5
Retail Price,"PERLIS, PERLIS",TOMATO (TANAH TINGGI),F.A.Q,KG,5.0,5.0,5.0
Retail Price,"PERLIS, PERLIS",UBI KENTANG HOLLAND,F.A.Q,KG,3.0,3.0,3.0
Retail Price,"GOMBAK, SELANGOR",AYAM PROSES STANDARD,F.A.Q,KG,11.0,10.5,10.0
Retail Price,"GOMBAK, SELANGOR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.0,3.8,3.6
Retail Price,"GOMBAK, SELANGOR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.0,3.75,3.5
Retail Price,"GOMBAK, SELANGOR",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,7.0,7.0,7.0
Retail Price,"GOMBAK, SELANGOR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,9.8,9.8,9.8
Retail Price,"GOMBAK, SELANGOR",BAWANG MERAH ROSE,F.A.Q,KG,9.0,8.9,8.8
Retail Price,"GOMBAK, SELANGOR",BAWANG PUTIH (CHINA),F.A.Q,KG,10.0,9.25,8.5
Retail Price,"GOMBAK, SELANGOR",BAYAM,F.A.Q,KG,5.5,5.25,5.0
Retail Price,"GOMBAK, SELANGOR",BELIMBING (B10),F.A.Q,KG,5.0,5.0,5.0
Retail Price,"GOMBAK, SELANGOR",BETIK SEKAKI,F.A.Q,KG,5.0,5.0,5.0
Retail Price,"GOMBAK, SELANGOR",BUNGA KANTAN,F.A.Q,TANGKAI,1.2,1.1,1.0
Retail Price,"GOMBAK, SELANGOR",CILI HIJAU,F.A.Q,KG,10.0,10.0,10.0
Retail Price,"GOMBAK, SELANGOR",CILI HIJAU (IMPORT),F.A.Q,KG,8.0,8.0,8.0
Retail Price,"GOMBAK, SELANGOR",CILI MERAH (CHINA),F.A.Q,KG,9.0,9.0,9.0
Retail Price,"GOMBAK, SELANGOR",CILI MERAH (THAILAND),F.A.Q,KG,12.0,12.0,12.0
Retail Price,"GOMBAK, SELANGOR",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,15.0,14.5,14.0
Retail Price,"GOMBAK, SELANGOR",CILI MERAH MINYAK,F.A.Q,KG,12.0,11.0,10.0
Retail Price,"GOMBAK, SELANGOR",DAUN BAWANG,F.A.Q,KG,9.0,8.5,8.0
Retail Price,"GOMBAK, SELANGOR",DAUN SUP (TANAH TINGGI),F.A.Q,KG,12.0,10.0,8.0
Retail Price,"GOMBAK, SELANGOR",KACANG BENDI,F.A.Q,KG,10.0,10.0,10.0
Retail Price,"GOMBAK, SELANGOR",KACANG BUNCIS,F.A.Q,KG,15.0,14.5,14.0
Retail Price,"GOMBAK, SELANGOR",KACANG PANJANG HIJAU,F.A.Q,KG,11.0,11.0,11.0
Retail Price,"GOMBAK, SELANGOR",KANGKUNG,F.A.Q,KG,5.0,5.0,5.0
Retail Price,"GOMBAK, SELANGOR",KELAPA DIKUPAS,SEDANG,BIJI,2.3,2.3,2.3
Retail Price,"GOMBAK, SELANGOR",KELAPA PARUT,F.A.Q,KG,8.0,7.5,7.0
Retail Price,"GOMBAK, SELANGOR",KETOLA / PETOLA SEGI,F.A.Q,KG,6.0,6.0,6.0
Retail Price,"GOMBAK, SELANGOR",KUBIS BULAT (CHINA),F.A.Q,KG,2.5,2.5,2.5
Retail Price,"GOMBAK, SELANGOR",KUBIS BULAT (INDONESIA),F.A.Q,KG,3.0,3.0,3.0
Retail Price,"GOMBAK, SELANGOR",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,4.0,3.9,3.8
Retail Price,"GOMBAK, SELANGOR",PISANG BERANGAN,F.A.Q,KG,4.5,4.5,4.5
Retail Price,"GOMBAK, SELANGOR",PISANG MAS,F.A.Q,KG,6.0,6.0,6.0
Retail Price,"GOMBAK, SELANGOR",SANTAN BIASA,F.A.Q,KG,5.0,4.7,4.4
Retail Price,"GOMBAK, SELANGOR",SANTAN PEKAT,F.A.Q,KG,13.0,12.5,12.0
Retail Price,"GOMBAK, SELANGOR",SAWI HIJAU,F.A.Q,KG,9.0,9.0,9.0
Retail Price,"GOMBAK, SELANGOR",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"GOMBAK, SELANGOR",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"GOMBAK, SELANGOR",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"GOMBAK, SELANGOR",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.3,3.3,3.3
Retail Price,"GOMBAK, SELANGOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,8.0,7.5,7.0
Retail Price,"GOMBAK, SELANGOR",TIMUN HIJAU,F.A.Q,KG,6.0,5.5,5.0
Retail Price,"GOMBAK, SELANGOR",TOMATO (TANAH TINGGI),F.A.Q,KG,4.0,3.9,3.8
Retail Price,"GOMBAK, SELANGOR",UBI KENTANG HOLLAND,F.A.Q,KG,3.8,3.7,3.6
Retail Price,"KLANG, SELANGOR",AYAM HIDUP,F.A.Q,KG,7.5,7.25,7.0
Retail Price,"KLANG, SELANGOR",AYAM PROSES STANDARD,F.A.Q,KG,8.9,8.9,8.9
Retail Price,"KLANG, SELANGOR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.0,3.95,3.9
Retail Price,"KLANG, SELANGOR",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,3.9,3.9,3.9
Retail Price,"KLANG, SELANGOR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.0,4.0,4.0
Retail Price,"KLANG, SELANGOR",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,5.0,4.9,4.8
Retail Price,"KLANG, SELANGOR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,9.8,9.8,9.8
Retail Price,"KLANG, SELANGOR",BAWANG MERAH ROSE,F.A.Q,KG,6.5,6.5,6.5
Retail Price,"KLANG, SELANGOR",BAWANG PUTIH (CHINA),F.A.Q,KG,8.5,8.5,8.5
Retail Price,"KLANG, SELANGOR",BAYAM,F.A.Q,KG,3.0,2.75,2.5
Retail Price,"KLANG, SELANGOR",BELIMBING (B10),F.A.Q,KG,7.0,6.5,6.0
Retail Price,"KLANG, SELANGOR",BETIK SEKAKI,F.A.Q,KG,3.5,3.5,3.5
Retail Price,"KLANG, SELANGOR",BUNGA KANTAN,F.A.Q,TANGKAI,1.5,1.4,1.3
Retail Price,"KLANG, SELANGOR",CILI HIJAU,F.A.Q,KG,10.0,9.5,9.0
Retail Price,"KLANG, SELANGOR",CILI MERAH (IMPORT),F.A.Q,KG,12.0,11.5,11.0
Retail Price,"KLANG, SELANGOR",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,15.0,14.5,14.0
Retail Price,"KLANG, SELANGOR",DAUN BAWANG,F.A.Q,KG,10.0,9.5,9.0
Retail Price,"KLANG, SELANGOR",DAUN SUP (TANAH TINGGI),F.A.Q,KG,11.0,10.5,10.0
Retail Price,"KLANG, SELANGOR",KACANG BENDI,F.A.Q,KG,9.0,8.5,8.0
Retail Price,"KLANG, SELANGOR",KACANG BUNCIS,F.A.Q,KG,12.0,11.5,11.0
Retail Price,"KLANG, SELANGOR",KACANG PANJANG HIJAU,F.A.Q,KG,11.0,10.5,10.0
Retail Price,"KLANG, SELANGOR",KANGKUNG,F.A.Q,KG,3.5,3.25,3.0
Retail Price,"KLANG, SELANGOR",KELAPA DIKUPAS,SEDANG,BIJI,2.5,2.5,2.5
Retail Price,"KLANG, SELANGOR",KELAPA PARUT,F.A.Q,KG,9.0,8.5,8.0
Retail Price,"KLANG, SELANGOR",KETOLA / PETOLA SEGI,F.A.Q,KG,6.0,5.5,5.0
Retail Price,"KLANG, SELANGOR",KUBIS BULAT (CHINA),F.A.Q,KG,3.5,3.25,3.0
Retail Price,"KLANG, SELANGOR",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,4.0,3.9,3.8
Retail Price,"KLANG, SELANGOR",PISANG BERANGAN,F.A.Q,KG,3.5,3.25,3.0
Retail Price,"KLANG, SELANGOR",PISANG MAS,F.A.Q,KG,4.0,3.75,3.5
Retail Price,"KLANG, SELANGOR",SANTAN BIASA,F.A.Q,KG,8.0,8.0,8.0
Retail Price,"KLANG, SELANGOR",SANTAN PEKAT,F.A.Q,KG,15.0,15.0,15.0
Retail Price,"KLANG, SELANGOR",SAWI HIJAU,F.A.Q,KG,8.0,7.5,7.0
Retail Price,"KLANG, SELANGOR",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"KLANG, SELANGOR",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"KLANG, SELANGOR",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"KLANG, SELANGOR",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.5,3.5,3.5
Retail Price,"KLANG, SELANGOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,9.0,8.5,8.0
Retail Price,"KLANG, SELANGOR",TIMUN HIJAU,F.A.Q,KG,5.0,4.75,4.5
Retail Price,"KLANG, SELANGOR",TOMATO (TANAH TINGGI),F.A.Q,KG,4.0,3.9,3.8
Retail Price,"KLANG, SELANGOR",UBI KENTANG HOLLAND,F.A.Q,KG,4.0,3.9,3.8
Retail Price,"PETALING, SELANGOR",AYAM PROSES STANDARD,F.A.Q,KG,11.5,11.0,10.5
Retail Price,"PETALING, SELANGOR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.5,4.25,4.0
Retail Price,"PETALING, SELANGOR",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,4.0,4.0,4.0
Retail Price,"PETALING, SELANGOR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.0,4.0,4.0
Retail Price,"PETALING, SELANGOR",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,5.0,5.0,5.0
Retail Price,"PETALING, SELANGOR",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,6.0,6.0,6.0
Retail Price,"PETALING, SELANGOR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,12.0,10.0,8.0
Retail Price,"PETALING, SELANGOR",BAWANG MERAH ROSE,F.A.Q,KG,12.0,10.0,8.0
Retail Price,"PETALING, SELANGOR",BAWANG PUTIH (CHINA),F.A.Q,KG,8.0,8.0,8.0
Retail Price,"PETALING, SELANGOR",BAYAM,F.A.Q,KG,6.0,6.0,6.0
Retail Price,"PETALING, SELANGOR",BELIMBING (B10),F.A.Q,KG,7.0,6.5,6.0
Retail Price,"PETALING, SELANGOR",BETIK SEKAKI,F.A.Q,KG,4.0,4.0,4.0
Retail Price,"PETALING, SELANGOR",BUNGA KANTAN,F.A.Q,TANGKAI,1.5,1.5,1.5
Retail Price,"PETALING, SELANGOR",CILI HIJAU,F.A.Q,KG,10.0,10.0,10.0
Retail Price,"PETALING, SELANGOR",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,15.0,14.5,14.0
Retail Price,"PETALING, SELANGOR",CILI MERAH MINYAK,F.A.Q,KG,13.0,13.0,13.0
Retail Price,"PETALING, SELANGOR",DAUN BAWANG,F.A.Q,KG,8.0,7.5,7.0
Retail Price,"PETALING, SELANGOR",DAUN SUP (TANAH TINGGI),F.A.Q,KG,13.0,13.0,13.0
Retail Price,"PETALING, SELANGOR",KACANG BENDI,F.A.Q,KG,12.0,11.5,11.0
Retail Price,"PETALING, SELANGOR",KACANG BUNCIS,F.A.Q,KG,14.0,13.5,13.0
Retail Price,"PETALING, SELANGOR",KACANG PANJANG HIJAU,F.A.Q,KG,12.0,12.0,12.0
Retail Price,"PETALING, SELANGOR",KANGKUNG,F.A.Q,KG,6.0,6.0,6.0
Retail Price,"PETALING, SELANGOR",KELAPA DIKUPAS,SEDANG,BIJI,2.5,2.5,2.5
Retail Price,"PETALING, SELANGOR",KELAPA PARUT,F.A.Q,KG,8.0,8.0,8.0
Retail Price,"PETALING, SELANGOR",KETOLA / PETOLA SEGI,F.A.Q,KG,8.0,8.0,8.0
Retail Price,"PETALING, SELANGOR",KUBIS BULAT (CHINA),F.A.Q,KG,3.5,3.5,3.5
Retail Price,"PETALING, SELANGOR",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,4.5,4.5,4.5
Retail Price,"PETALING, SELANGOR",PISANG BERANGAN,F.A.Q,KG,4.5,4.5,4.5
Retail Price,"PETALING, SELANGOR",PISANG MAS,F.A.Q,KG,4.5,4.5,4.5
Retail Price,"PETALING, SELANGOR",SANTAN BIASA,F.A.Q,KG,4.0,4.0,4.0
Retail Price,"PETALING, SELANGOR",SANTAN PEKAT,F.A.Q,KG,12.0,11.0,10.0
Retail Price,"PETALING, SELANGOR",SAWI HIJAU,F.A.Q,KG,9.0,8.75,8.5
Retail Price,"PETALING, SELANGOR",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"PETALING, SELANGOR",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"PETALING, SELANGOR",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"PETALING, SELANGOR",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.5,3.5,3.5
Retail Price,"PETALING, SELANGOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,8.0,8.0,8.0
Retail Price,"PETALING, SELANGOR",TIMUN HIJAU,F.A.Q,KG,6.5,6.45,6.4
Retail Price,"PETALING, SELANGOR",TOMATO (TANAH TINGGI),F.A.Q,KG,4.0,4.0,4.0
Retail Price,"PETALING, SELANGOR",UBI KENTANG HOLLAND,F.A.Q,KG,4.0,4.0,4.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",AYAM PROSES STANDARD,F.A.Q,KG,12.0,12.0,11.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",AYAM PROSES SUPER,F.A.Q,KG,13.0,12.0,12.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.5,4.5,4.5
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,4.0,4.0,4.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.0,4.0,4.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,5.0,5.0,4.5
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,5.0,5.0,4.5
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG PUTIH (CHINA),F.A.Q,KG,10.0,9.0,9.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAYAM,F.A.Q,KG,8.0,7.0,7.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",BETIK SEKAKI,F.A.Q,KG,6.0,5.0,5.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",BUNGA KANTAN,F.A.Q,TANGKAI,2.5,2.0,2.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,15.0,14.0,14.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",DAUN BAWANG,F.A.Q,KG,10.0,8.0,8.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",DAUN SUP (TANAH TINGGI),F.A.Q,KG,13.0,12.0,12.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",KACANG BENDI,F.A.Q,KG,12.0,12.0,11.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",KACANG BUNCIS,F.A.Q,KG,12.0,12.0,11.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",KACANG PANJANG HIJAU,F.A.Q,KG,9.0,9.0,8.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",KANGKUNG,F.A.Q,KG,7.0,6.0,6.0
Retail Price,"KUALA TERENGGANU, TERENGGANU",KELAPA DIKUPAS,SEDANG,BIJI,3.0,2.5,2.5
Retail Price,"KUALA TERENGGANU, TERENGGANU",KELAPA PARUT,F.A.Q,KG,8.0,8.0,7.5
